web_name,position_name,short_name,price,team_id,ownership,form,minutes,goals_scored,assists,clean_sheets,bonus,ict_index,has_injury_news,is_available,pts_per_90,pts_per_million,gc_per_90,appearance_rate,fixture_ease,avg_opp_strength,fixture_count,team_avg_goals_scored,team_avg_goals_conceded,form_tier,ownership_tier,total_points,predicted_points,value_score,rag_score
Tchaouna,MID,BUR,4.8,3,0.0,0.2,846,1,1,2,0,33.2,0,True,4.148936170212766,8.125,0.2127659574468085,0.2473684210526315,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,39,38.33,7.985,28.95
J.Arias,MID,WOL,4.9,20,0.0,0.0,1117,1,0,2,2,52.1,0,False,3.625783348254252,9.183673469387754,0.0805729632945389,0.3266081871345029,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,45,44.38,9.057,28.94
Broja,FWD,BUR,5.2,3,0.0,0.2,815,1,1,1,2,36.2,0,True,4.41717791411043,7.692307692307692,0.2208588957055214,0.2383040935672514,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,40,39.15,7.529,28.8
Potts,MID,WHU,4.3,19,0.0,0.7,1151,0,1,1,0,36.5,0,True,2.8149435273675065,8.372093023255815,0.0781928757602085,0.3365497076023391,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,36,33.86,7.874,28.73
Joelinton,MID,NEW,5.9,15,0.0,1.3,1770,2,1,5,2,87.9,1,False,3.406779661016949,11.35593220338983,0.1525423728813559,0.5175438596491229,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,67,66.09,11.202,28.67
L.Paquetá,MID,WHU,5.9,19,0.0,0.0,1513,4,2,3,8,95.7,0,False,4.104428288169201,11.694915254237287,0.356906807666887,0.4423976608187134,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,69,72.21,12.239,28.66
Tosin,DEF,CHE,4.0,7,0.0,0.2,743,0,0,2,2,28.4,0,True,4.118438761776581,8.5,0.0,0.217251461988304,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,34,33.96,8.49,28.41
O'Nien,DEF,SUN,4.0,17,0.0,2.7,318,0,0,2,0,5.2,0,True,4.528301886792453,4.0,0.0,0.0929824561403508,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,16,16.09,4.023,28.17
Ugarte,MID,MUN,4.7,14,0.0,1.7,876,0,0,1,0,29.8,0,True,3.904109589041096,8.085106382978724,0.0,0.256140350877193,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,38,29.13,6.198,28.1
Hughes,MID,CRY,4.7,8,0.0,1.0,1353,0,1,5,0,54.8,0,True,2.7272727272727275,8.72340425531915,0.0665188470066518,0.3956140350877193,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,41,43.14,9.179,28.09
Bruun Larsen,MID,BUR,5.2,3,0.0,0.2,984,0,1,3,0,43.9,0,True,3.3841463414634148,7.115384615384615,0.0914634146341463,0.287719298245614,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,37,37.06,7.127,28.08
Lindelöf,DEF,AVL,4.5,2,0.0,0.7,662,0,1,1,0,18.2,0,True,3.262839879154079,5.333333333333333,0.1359516616314199,0.1935672514619883,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,24,24.9,5.533,27.97
Andrey Santos,MID,CHE,4.5,7,0.0,0.8,1063,0,0,1,0,37.5,0,True,2.8786453433678267,7.555555555555555,0.0,0.3108187134502924,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,34,31.87,7.082,27.91
G.Jesus,FWD,ARS,6.4,1,0.0,0.5,318,2,0,0,0,36.9,0,True,5.09433962264151,2.8125,0.5660377358490566,0.0929824561403508,3.0,3.0,6,1.9375,0.75,cold,differential,18,20.42,3.191,27.83
Buonanotte,MID,LEE,4.6,11,0.0,0.0,69,0,0,0,0,5.0,0,True,2.608695652173913,0.4347826086956522,0.0,0.0201754385964912,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,2,3.55,0.772,27.38
Zirkzee,FWD,MUN,5.8,14,0.0,0.0,509,2,1,1,6,50.6,0,True,6.542239685658153,6.379310344827586,0.5304518664047151,0.1488304093567251,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,37,37.3,6.431,27.32
Aké,DEF,MCI,5.2,13,0.0,0.0,487,0,0,2,1,22.1,0,True,4.989733059548255,5.1923076923076925,0.0,0.1423976608187134,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,27,26.37,5.071,27.26
Heaven,DEF,MUN,3.7,14,0.0,0.7,695,0,1,1,0,23.1,0,True,3.755395683453237,7.837837837837838,0.1294964028776978,0.2032163742690058,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,29,27.77,7.505,27.21
Savinho,MID,MCI,6.9,13,0.0,0.3,575,0,2,2,0,46.3,0,True,4.3826086956521735,4.057971014492753,0.3130434782608695,0.1681286549707602,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,28,27.44,3.977,27.16
Edozie,MID,WOL,4.3,20,0.0,0.5,11,1,0,0,0,5.8,0,True,57.27272727272727,1.627906976744186,8.181818181818182,0.0032163742690058,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,7,8.0,1.86,27.09
Ward-Prowse,MID,BUR,5.6,3,0.0,1.2,818,0,1,2,0,49.6,0,True,3.190709046454768,5.178571428571429,0.1100244498777506,0.2391812865497076,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,29,30.5,5.446,27.07
Awoniyi,FWD,NFO,5.2,16,0.0,1.3,268,2,0,0,1,27.3,0,True,6.716417910447761,3.846153846153846,0.6716417910447761,0.0783625730994152,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,20,20.64,3.969,26.91
Mazraoui,DEF,MUN,4.9,14,0.0,0.7,724,0,0,2,3,24.5,0,True,3.729281767955801,6.122448979591836,0.0,0.2116959064327485,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,30,30.65,6.255,26.91
Byram,DEF,LEE,3.7,11,0.0,0.0,7,0,0,0,0,0.0,0,True,12.857142857142858,0.2702702702702702,0.0,0.0020467836257309,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,1,2.0,0.541,26.9
Odobert,MID,TOT,5.3,18,0.0,0.0,972,0,2,2,6,67.6,1,False,4.259259259259259,8.679245283018869,0.1851851851851851,0.2842105263157894,3.0,3.0,6,1.25,1.59375,cold,differential,46,46.87,8.843,26.54
Wood,FWD,NFO,7.1,16,0.0,0.3,563,2,0,1,3,30.7,1,True,4.156305506216697,3.661971830985916,0.3197158081705151,0.1646198830409356,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,26,26.86,3.783,26.51
Malen,MID,AVL,5.1,2,0.0,0.0,640,4,2,1,3,56.3,0,False,7.734375,10.784313725490197,0.84375,0.1871345029239766,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,55,53.81,10.551,26.43
Ramsdale,GKP,NEW,4.8,15,0.0,1.3,1003,0,0,1,1,21.0,0,True,2.243270189431705,5.208333333333334,0.0,0.2932748538011696,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,25,26.4,5.5,26.42
Munetsi,MID,WOL,5.3,20,0.0,0.0,872,1,2,0,1,42.1,0,False,3.922018348623853,7.169811320754717,0.3096330275229358,0.2549707602339181,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,38,38.34,7.234,26.4
Branthwaite,DEF,EVE,5.3,9,0.0,1.3,592,1,1,1,0,26.3,0,True,4.256756756756757,5.283018867924529,0.304054054054054,0.1730994152046783,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,28,27.0,5.094,26.26
Tuanzebe,DEF,BUR,3.9,3,0.0,0.0,931,1,0,1,0,28.9,0,True,2.610096670247046,6.923076923076923,0.0966702470461868,0.2722222222222222,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,27,28.67,7.351,26.2
Dowman,MID,ARS,4.2,1,0.0,0.5,79,1,1,0,0,13.7,0,True,13.670886075949369,2.857142857142857,2.278481012658228,0.0230994152046783,3.0,3.0,6,1.9375,0.75,cold,differential,12,12.89,3.069,26.19
Pablo,FWD,WHU,5.4,19,0.0,2.3,480,0,1,1,0,21.8,0,True,3.1875,3.148148148148148,0.1875,0.1403508771929824,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,17,21.96,4.067,26.03
Bentley,GKP,WOL,3.9,20,0.0,1.0,90,0,0,0,0,0.0,0,True,2.0,0.5128205128205129,0.0,0.0263157894736842,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,2,2.63,0.674,25.91
Willock,MID,NEW,5.0,15,0.0,0.3,693,0,1,3,0,35.5,0,True,3.636363636363636,5.6,0.1298701298701298,0.2026315789473684,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,28,29.6,5.92,25.83
Havertz,FWD,ARS,7.3,1,0.0,0.5,314,0,1,3,0,15.1,0,True,3.726114649681529,1.7808219178082192,0.286624203821656,0.091812865497076,3.0,3.0,6,1.9375,0.75,cold,differential,13,13.93,1.908,25.58
Pinnock,DEF,BRE,4.2,5,0.0,3.3,318,0,0,1,2,12.3,0,True,3.962264150943396,3.333333333333333,0.0,0.0929824561403508,2.5,3.5,6,1.5,1.375,average,differential,14,21.14,5.033,25.34
Yates,MID,NFO,4.7,16,0.0,0.7,405,0,1,0,0,16.4,0,True,4.666666666666667,4.468085106382978,0.2222222222222222,0.1184210526315789,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,21,17.96,3.821,25.32
Chiesa,MID,LIV,6.3,12,0.0,0.0,277,2,1,0,0,31.1,0,True,11.046931407942235,5.396825396825397,0.9747292418772564,0.0809941520467836,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,34,32.09,5.094,25.29
Lewis-Skelly,DEF,ARS,5.0,1,0.0,0.5,401,0,0,0,0,11.7,0,True,2.917705735660848,2.6,0.0,0.117251461988304,3.0,3.0,6,1.9375,0.75,cold,differential,13,11.24,2.248,25.27
Pedro Lima,DEF,WOL,4.0,20,0.0,0.5,48,0,0,0,0,0.2,0,True,7.5,1.0,0.0,0.0140350877192982,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,4,2.88,0.72,25.22
Ellborg,GKP,SUN,4.0,17,0.0,1.0,270,0,0,1,3,7.4,0,True,5.333333333333333,4.0,0.0,0.0789473684210526,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,16,15.23,3.807,25.21
M.Bizot,GKP,AVL,4.2,2,0.0,1.0,495,0,0,1,0,11.8,0,True,2.5454545454545454,3.333333333333333,0.0,0.1447368421052631,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,14,15.53,3.698,25.2
Bissouma,MID,TOT,5.2,18,0.0,0.0,516,0,0,0,0,12.6,0,True,2.2674418604651163,2.5,0.0,0.1508771929824561,3.0,3.0,6,1.25,1.59375,cold,differential,13,13.38,2.573,25.17
Enes Ünal,FWD,BOU,5.4,4,0.0,0.5,175,1,0,0,1,13.7,0,True,11.82857142857143,4.259259259259259,0.5142857142857143,0.0511695906432748,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,23,19.37,3.587,25.13
Dragusin,DEF,TOT,4.5,18,0.0,0.0,513,0,0,0,0,15.3,0,True,2.631578947368421,3.333333333333333,0.0,0.15,3.0,3.0,6,1.25,1.59375,cold,differential,15,12.34,2.742,25.07
Lewis,DEF,MCI,4.6,13,0.0,0.0,311,0,1,1,2,20.7,0,True,5.498392282958199,4.130434782608696,0.2893890675241157,0.0909356725146198,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,19,18.96,4.122,25.05
Alcaraz,MID,EVE,5.2,9,0.0,0.0,667,0,1,3,0,38.4,0,True,3.5082458770614693,5.0,0.1349325337331334,0.1950292397660818,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,26,27.84,5.354,24.6
Abraham,FWD,AVL,5.8,2,0.0,0.7,199,1,0,0,2,19.8,0,True,7.236180904522612,2.7586206896551726,0.4522613065326633,0.0581871345029239,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,16,17.14,2.955,24.53
Janelt,MID,BRE,4.9,5,0.0,0.0,1253,1,4,5,6,72.5,1,False,5.027932960893855,14.285714285714285,0.3591380686352753,0.3663742690058479,2.5,3.5,6,1.5,1.375,cold,differential,70,62.72,12.8,24.34
Milosavljević,DEF,BOU,4.4,4,0.0,0.0,367,0,0,1,0,12.2,0,True,4.659400544959128,4.3181818181818175,0.0,0.1073099415204678,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,19,16.97,3.857,24.06
Isak,FWD,LIV,10.3,12,0.0,0.3,522,2,1,1,2,27.8,0,True,5.172413793103448,2.912621359223301,0.5172413793103449,0.1526315789473684,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,30,30.9,3.0,24.02
Lucas Pires,DEF,BUR,3.8,3,0.0,0.2,1110,0,0,1,0,47.5,0,True,1.6216216216216215,5.2631578947368425,0.0,0.3245614035087719,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,20,21.83,5.745,23.96
Hannibal,MID,BUR,4.7,3,0.0,0.2,981,1,4,2,4,52.8,1,False,4.770642201834862,11.063829787234042,0.4587155963302752,0.2868421052631579,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,52,50.73,10.794,23.51
Johnstone,GKP,WOL,4.4,20,0.0,0.0,1080,0,0,0,0,30.8,1,False,1.75,4.7727272727272725,0.0,0.3157894736842105,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,21,27.53,6.257,23.47
O'Riley,MID,BHA,5.5,6,0.0,0.2,201,1,0,1,2,19.2,0,True,6.716417910447761,2.727272727272727,0.4477611940298507,0.0587719298245614,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,15,15.68,2.851,23.38
Kinsky,GKP,TOT,3.9,18,0.0,1.0,180,0,0,0,0,1.3,0,True,1.5,0.7692307692307693,0.0,0.0526315789473684,3.0,3.0,6,1.25,1.59375,cold,differential,3,3.03,0.777,23.3
Bailey,MID,AVL,5.5,2,0.0,0.3,334,0,1,0,0,23.7,0,True,3.502994011976048,2.363636363636364,0.2694610778443114,0.0976608187134503,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,13,14.5,2.636,23.14
Reed,MID,FUL,4.3,10,0.0,0.3,26,1,0,0,2,6.8,0,True,45.00000000000001,3.0232558139534884,3.4615384615384617,0.0076023391812865,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,13,12.97,3.016,23.1
James,MID,LEE,5.2,11,0.0,0.2,405,0,0,1,0,26.5,1,False,4.0,3.461538461538461,0.0,0.1184210526315789,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,18,18.37,3.533,22.72
Stones,DEF,MCI,5.4,13,0.0,0.0,351,0,0,1,0,9.8,1,True,3.076923076923077,2.222222222222222,0.0,0.1026315789473684,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,12,13.27,2.457,22.69
Trafford,GKP,MCI,4.5,13,0.0,0.0,270,0,0,1,0,10.1,0,True,3.6666666666666665,2.4444444444444446,0.0,0.0789473684210526,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,11,12.25,2.722,22.67
Scarles,DEF,WHU,4.3,19,0.0,0.0,654,0,1,0,0,23.2,0,True,2.889908256880734,4.883720930232558,0.1376146788990825,0.1912280701754386,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,21,20.39,4.742,22.63
Bakwa,MID,NFO,5.9,16,0.0,0.0,342,0,1,0,0,23.8,0,True,3.68421052631579,2.3728813559322037,0.2631578947368421,0.1,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,14,14.51,2.459,22.55
Diop,DEF,FUL,4.3,10,0.0,0.0,592,0,0,0,0,13.6,0,True,1.9763513513513515,3.0232558139534884,0.0,0.1730994152046783,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,13,12.72,2.958,22.54
Savona,DEF,NFO,4.5,16,0.0,0.0,1025,2,0,3,0,43.5,1,False,3.424390243902439,8.666666666666666,0.1756097560975609,0.2997076023391813,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,39,40.01,8.891,22.4
Agbadou,DEF,WOL,4.2,20,0.0,0.0,1100,0,0,0,0,46.4,0,False,1.8818181818181816,5.476190476190476,0.0,0.3216374269005848,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,23,23.89,5.688,22.32
Wissa,FWD,NEW,7.3,15,0.0,0.7,423,1,0,1,0,22.1,0,True,4.468085106382978,2.8767123287671232,0.2127659574468085,0.1236842105263157,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,21,19.81,2.714,22.15
Hato,DEF,CHE,4.6,7,0.0,0.5,773,0,0,0,0,27.2,0,True,1.5135834411384217,2.8260869565217392,0.0,0.2260233918128655,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,13,17.52,3.809,22.15
Gannon-Doak,MID,BOU,4.8,4,0.0,0.5,68,0,1,0,0,5.0,0,True,11.911764705882351,1.875,1.3235294117647058,0.0198830409356725,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,9,9.61,2.002,21.99
Cirkin,DEF,SUN,4.0,17,0.0,0.0,301,0,0,1,0,7.1,0,True,4.186046511627906,3.5,0.0,0.0880116959064327,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,14,10.84,2.71,21.98
Kevin,MID,FUL,5.7,10,0.0,0.0,898,1,2,4,0,63.6,1,False,4.309576837416481,7.5438596491228065,0.3006681514476614,0.2625730994152047,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,43,42.68,7.488,21.95
Patterson,DEF,EVE,4.4,9,0.0,0.0,237,0,0,2,0,8.6,0,True,7.974683544303797,4.7727272727272725,0.0,0.069298245614035,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,21,18.73,4.257,21.94
Souza,DEF,TOT,4.0,18,0.0,0.0,142,0,0,0,0,6.2,0,True,1.9014084507042253,0.75,0.0,0.0415204678362573,3.0,3.0,6,1.25,1.59375,cold,differential,3,3.43,0.858,21.89
Nørgaard,MID,ARS,5.1,1,0.0,0.0,56,0,0,0,0,2.4,0,True,9.642857142857142,1.1764705882352942,0.0,0.0163742690058479,3.0,3.0,6,1.9375,0.75,cold,differential,6,3.81,0.747,21.89
Armstrong,MID,EVE,4.5,9,0.0,0.0,495,0,0,1,0,20.5,0,True,3.4545454545454546,4.222222222222222,0.0,0.1447368421052631,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,19,18.19,4.042,21.68
Ortega Moreno,GKP,NFO,4.7,16,0.0,0.0,270,0,0,1,0,6.9,0,True,3.6666666666666665,2.3404255319148937,0.0,0.0789473684210526,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,11,10.81,2.3,21.68
Devenny,MID,CRY,4.3,8,0.0,0.0,593,1,0,1,0,34.5,0,True,4.401349072512648,6.744186046511628,0.1517706576728499,0.173391812865497,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,29,27.99,6.509,21.51
Röhl,MID,EVE,5.0,9,0.0,0.3,358,0,0,2,0,16.6,0,True,4.5251396648044695,3.6,0.0,0.1046783625730994,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,18,17.17,3.434,21.5
Hickey,DEF,BRE,4.0,5,0.0,0.0,588,0,0,2,0,13.9,0,True,5.051020408163265,8.25,0.0,0.1719298245614035,2.5,3.5,6,1.5,1.375,cold,differential,33,22.93,5.733,21.1
Rowswell,DEF,TOT,4.0,18,0.0,0.0,1,0,0,0,0,0.0,0,True,90.0,0.25,0.0,0.0002923976608187,3.0,3.0,6,1.25,1.59375,cold,differential,1,1.38,0.345,21.1
Olusesi,MID,TOT,4.3,18,0.0,0.0,14,0,0,0,0,0.2,0,True,6.428571428571429,0.2325581395348837,0.0,0.0040935672514619,3.0,3.0,6,1.25,1.59375,cold,differential,1,1.3,0.302,21.06
Schär,DEF,NEW,5.2,15,0.0,0.0,1089,0,0,4,0,46.4,1,False,4.214876033057851,9.807692307692308,0.0,0.3184210526315789,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,51,46.65,8.971,21.06
Byfield,DEF,TOT,4.0,18,0.0,0.0,1,0,0,0,0,0.1,0,True,90.0,0.25,0.0,0.0002923976608187,3.0,3.0,6,1.25,1.59375,cold,differential,1,1.2,0.3,21.04
McAtee,MID,NFO,5.0,16,0.0,0.3,173,0,0,0,0,7.6,0,True,4.682080924855491,1.8,0.0,0.0505847953216374,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,9,7.9,1.58,21.03
Lucca,FWD,NFO,5.4,16,0.0,0.0,119,1,0,1,0,7.9,0,True,6.050420168067227,1.4814814814814814,0.7563025210084033,0.0347953216374269,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,8,9.0,1.667,20.85
Worrall,DEF,BUR,3.8,3,0.0,0.0,496,0,0,0,0,17.0,0,True,3.629032258064516,5.2631578947368425,0.0,0.1450292397660818,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,20,14.66,3.858,20.82
Adama,MID,WHU,5.1,19,0.0,0.7,360,0,0,0,0,16.0,0,True,6.0,4.705882352941177,0.0,0.1052631578947368,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,24,13.54,2.655,20.81
Dibling,MID,EVE,5.3,9,0.0,0.0,349,0,0,2,0,13.6,0,True,4.641833810888252,3.39622641509434,0.0,0.102046783625731,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,18,16.93,3.194,20.81
Tóth.A,MID,BOU,4.9,4,0.0,0.5,77,0,0,0,0,5.5,0,True,5.8441558441558445,1.020408163265306,0.0,0.0225146198830409,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,5,5.65,1.153,20.57
Bradley,DEF,LIV,4.9,12,0.0,0.0,928,0,2,4,2,32.3,1,False,4.073275862068965,8.571428571428571,0.1939655172413793,0.271345029239766,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,42,43.49,8.876,20.34
Milner,MID,BHA,4.9,6,0.0,0.5,714,1,1,2,0,34.4,1,False,4.285714285714286,6.938775510204081,0.2521008403361344,0.2087719298245614,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,34,33.32,6.8,20.3
Kluivert,MID,BOU,6.9,4,0.0,0.0,914,2,0,4,3,57.8,1,False,3.938730853391685,5.797101449275362,0.1969365426695842,0.2672514619883041,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,40,40.21,5.828,20.25
Cook,MID,BOU,4.9,4,0.0,0.0,870,0,1,1,0,40.4,0,False,3.931034482758621,7.755102040816326,0.1034482758620689,0.2543859649122807,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,38,35.13,7.169,20.16
George,MID,EVE,4.8,9,0.0,0.3,261,0,0,1,0,13.9,0,True,3.793103448275862,2.291666666666667,0.0,0.0763157894736842,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,11,13.12,2.733,20.16
De Ligt,DEF,MUN,4.9,14,0.0,0.0,1170,1,0,1,5,45.7,1,False,3.3076923076923075,8.775510204081632,0.0769230769230769,0.3421052631578947,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,43,42.89,8.753,20.13
Harrison,MID,LEE,5.1,11,0.0,0.0,262,0,0,0,0,11.5,0,False,4.122137404580153,2.3529411764705883,0.0,0.0766081871345029,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,12,11.53,2.261,20.09
Marc Guiu,FWD,CHE,4.0,7,0.0,0.0,247,0,1,0,0,12.6,0,True,4.372469635627531,3.0,0.3643724696356275,0.0722222222222222,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,12,12.71,3.178,19.93
Elliott,MID,AVL,5.1,2,0.0,0.0,110,0,0,0,0,7.4,0,True,4.090909090909091,0.9803921568627452,0.0,0.0321637426900584,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,5,5.84,1.145,19.83
Alleyne,DEF,MCI,3.9,13,0.0,0.0,135,0,0,0,0,7.5,0,True,3.333333333333333,1.2820512820512822,0.0,0.0394736842105263,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,5,3.94,1.01,19.74
Adingra,MID,SUN,4.9,17,0.0,0.0,649,1,1,4,3,27.0,0,False,4.714946070878274,6.938775510204081,0.2773497688751926,0.189766081871345,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,34,33.93,6.924,19.74
Jair Cunha,DEF,NFO,4.2,16,0.0,0.0,214,0,0,0,0,5.6,0,True,2.102803738317757,1.1904761904761905,0.0,0.0625730994152046,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,5,4.7,1.119,19.58
A.García,DEF,AVL,3.9,2,0.0,0.3,38,0,0,0,0,0.6,0,True,9.473684210526317,1.0256410256410258,0.0,0.0111111111111111,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,4,2.86,0.733,19.39
Kovačić,MID,MCI,5.8,13,0.0,0.3,13,0,0,0,0,0.8,0,True,13.846153846153848,0.3448275862068966,0.0,0.0038011695906432,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,2,2.2,0.379,19.39
Alysson,MID,AVL,5.0,2,0.0,0.0,47,0,0,0,0,1.5,0,True,5.74468085106383,0.6,0.0,0.0137426900584795,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,3,4.24,0.848,19.29
Gruda,MID,BHA,5.4,6,0.0,0.0,708,1,1,2,2,50.0,0,False,4.4491525423728815,6.481481481481481,0.2542372881355932,0.2070175438596491,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,35,33.89,6.276,19.27
Henry,DEF,BRE,4.3,5,0.0,0.0,1322,0,2,4,0,26.9,1,False,3.540090771558245,12.093023255813954,0.1361573373676248,0.3865497076023392,2.5,3.5,6,1.5,1.375,cold,differential,52,45.36,10.549,19.16
Igor,DEF,BHA,4.5,6,0.0,0.0,103,0,0,0,0,3.6,0,True,5.242718446601942,1.3333333333333333,0.0,0.0301169590643274,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,6,3.24,0.72,18.99
Bayindir,GKP,MUN,4.7,14,0.0,0.0,540,0,0,0,0,12.8,0,True,1.8333333333333333,2.3404255319148937,0.0,0.1578947368421052,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,11,11.03,2.347,18.99
Kusi-Asare,FWD,FUL,4.5,10,0.0,0.0,30,0,0,0,0,2.1,0,True,12.0,0.8888888888888888,0.0,0.0087719298245614,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,4,3.2,0.711,18.98
Lavia,MID,CHE,4.9,7,0.0,0.5,243,0,0,0,0,7.3,0,True,3.333333333333333,1.8367346938775508,0.0,0.0710526315789473,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,9,8.72,1.78,18.89
Howell,MID,BHA,4.5,6,0.0,0.0,92,0,0,0,0,1.8,0,True,3.91304347826087,0.8888888888888888,0.0,0.0269005847953216,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,4,2.8,0.622,18.83
